PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
2851,0,3,Major. Edward Rodriguez,female,26.0,0.0,0.0,LINE 3996,47.22,F38,S
1545,1,2,Col. Walter Clark,male,0.5,1.0,1.0,CA 1012,7.72,,S
8235,0,3,Lady. Lillian Martinez,male,45.0,0.0,0.0,W./C 2458,14.96,,Q
5150,1,3,Mrs. Florence Garcia,female,36.0,0.0,0.0,STON/O2 4367,31.9,,S
9109,0,1,Lady. Catherine Martin,male,,1.0,0.0,SC/AH 3413,5.83,,S
12157,1,2,Dr. Thomas Robinson,male,0.5,,0.0,PC 3670,4.35,D56,S
11517,0,3,Lady. Catherine Garcia,female,29.0,0.0,0.0,SC/AH 4586,14.49,,Q
2780,1,3,Mme. Helen Robinson,female,58.0,0.0,0.0,SC/Paris 7300,50.69,,S
8089,0,3,Col. William Martinez,male,0.5,1.0,2.0,SOTON/OQ 5182,,D31,S
1378,1,1,Mrs. Mary Brown,male,17.0,0.0,0.0,PP 1903,2.11,,Q
5686,0,2,Mr. Thomas Johnson,male,47.0,0.0,1.0,SC/Paris 3104,5.07,,S
10147,1,2,Rev. Samuel Clark,female,35.0,2.0,0.0,CA 1743,15.9,,S
5923,0,3,Rev. Albert Harris,male,54.0,0.0,0.0,STON/O2 6965,103.86,D115,Q
1012,0,2,Dr. Walter Johnson,male,47.0,0.0,2.0,F.C.C 4451,9.69,,S
149,1,3,Mr. Albert Wilson,male,13.0,0.0,0.0,LINE 5929,9.71,B37,S
5243,1,3,Col. Thomas Martinez,female,29.0,1.0,1.0,LINE 6120,5.84,,C
13087,0,3,Capt. William Anderson,male,,1.0,0.0,A/5 7875,13.62,G147,C
6296,0,2,Rev. Frank Harris,male,54.0,0.0,0.0,A/4 2953,15.82,,S
3173,0,3,Ms. Rose Jackson,male,26.0,1.0,0.0,STON/O2 7329,26.4,E111,S
11746,1,3,Major. John Smith,female,45.0,0.0,1.0,F.C.C 6864,4.22,A36,S
7218,1,3,Lady. Edith Wilson,female,32.0,0.0,1.0,A/S 4916,13.69,,S
7338,0,3,Col. David Johnson,male,20.0,0.0,0.0,SC/AH 2506,13.49,,S
5458,0,3,Mr. Joseph Garcia,male,27.0,0.0,1.0,SC/AH 1262,5.23,,S
8685,1,3,Rev. Edward Rodriguez,male,9.0,0.0,0.0,SC/AH 7173,9.66,,S
2756,1,3,Miss. Edith Davis,female,40.0,0.0,1.0,SC/AH 3930,4.01,,S
13570,1,2,Countess. Margaret Martin,female,35.0,1.0,0.0,A/4 4178,64.8,,C
8696,0,3,Mme. Ruth Anderson,male,19.0,0.0,1.0,LINE 7686,62.88,,S
14174,0,3,Miss. Marie Wilson,male,40.0,1.0,0.0,PC 4185,1.41,,S
8312,0,2,Col. Harry Martinez,male,29.0,0.0,2.0,SC/Paris 9043,20.33,C18,C
11488,0,3,Miss. Ethel Taylor,male,41.0,0.0,0.0,PC 2460,115.13,,C
809,0,2,Miss. Elizabeth Wilson,female,25.0,1.0,0.0,A/5 5924,,,Q
10297,1,3,Rev. Robert Johnson,male,32.0,0.0,0.0,A/S 9839,117.01,,S
12294,1,2,Dr. Charles Johnson,female,57.0,0.0,0.0,C.A 6902,1.16,G149,S
2269,1,3,Countess. Mary Martinez,female,18.0,0.0,0.0,A/4 7655,35.15,G12,S
7366,1,3,Dr. Albert Davis,female,49.0,0.0,0.0,A/S 5042,72.66,,S
6358,0,2,Rev. Samuel Lewis,male,30.0,0.0,1.0,SC/Paris 7024,23.61,D113,C
11000,0,3,Miss. Mildred Johnson,male,19.0,2.0,0.0,C.A 2641,2.19,,S
5918,1,3,Mme. Rose Smith,female,45.0,0.0,1.0,PC 8944,9.79,,C
10815,1,2,Rev. John Brown,female,31.0,,1.0,A/4 7552,1.25,E100,S
1230,0,3,Major. Louis Martin,male,1.0,1.0,0.0,A/4 3057,104.56,A88,S
14584,0,3,Dr. Louis Jackson,male,31.0,1.0,0.0,F.C.C 8170,3.64,,S
11360,1,3,Major. Joseph Smith,female,14.0,1.0,0.0,W./C 7077,2.62,,S
14591,0,2,Mme. Anna Davis,male,17.0,0.0,0.0,SC/Paris 8143,4.04,,S
12801,1,3,Col. John Jackson,female,30.0,0.0,0.0,SC/Paris 1403,143.11,,S
3399,0,3,Mme. Gladys Robinson,male,44.0,1.0,1.0,LINE 1371,5.51,B44,S
2113,1,3,Mrs. Alice Thompson,male,34.0,1.0,0.0,LINE 3421,3.35,D44,S
1795,1,3,Mrs. Rose Lewis,female,40.0,1.0,2.0,W./C 1339,1.26,,C
7307,1,2,Mrs. Mildred Thomas,female,26.0,0.0,0.0,A/4 7827,60.96,,S
4428,1,3,Mme. Mary Thompson,female,51.0,1.0,0.0,CA 1562,17.43,,S
6535,1,3,Countess. Dorothy Smith,female,30.0,0.0,1.0,A/S 6855,16.64,,S
12362,0,3,Dr. Walter Garcia,male,18.0,0.0,1.0,W./C 9494,15.36,,C
4369,1,1,Major. Richard Martinez,male,50.0,0.0,0.0,A/5 9557,0.38,E23,S
4032,1,3,Mr. Henry Thompson,female,53.0,1.0,0.0,STON/O2 7485,24.77,,Q
6488,1,2,Mrs. Evelyn Smith,female,21.0,1.0,0.0,F.C.C 5481,1.81,F29,C
7977,0,3,Rev. Henry Wilson,male,60.0,1.0,0.0,PC 2689,,,Q
12416,0,3,Ms. Dorothy Martinez,male,39.0,1.0,1.0,W./C 2225,24.99,,C
6558,0,3,Col. Joseph White,male,20.0,0.0,0.0,A/4 6754,28.49,,S
11276,0,3,Mr. Arthur Brown,male,20.0,0.0,,PC 8373,4.44,,S
13946,0,3,Major. James Taylor,male,63.0,0.0,,SOTON/OQ 6717,9.03,,S
13175,1,3,Lady. Frances Anderson,female,16.0,1.0,0.0,PP 1351,7.31,,S
7493,0,3,Dr. Henry Martinez,male,21.0,0.0,1.0,SC/Paris 9092,54.85,,S
8864,1,3,Col. Richard Anderson,female,19.0,0.0,0.0,PC 9501,87.56,,S
844,1,3,Rev. James White,female,24.0,0.0,0.0,SOTON/OQ 5458,149.92,,S
8254,0,3,Rev. Samuel Clark,male,11.0,3.0,0.0,PC 1386,24.42,,S
8285,0,3,Rev. James Garcia,female,23.0,0.0,1.0,SC/Paris 2009,28.55,,S
7340,0,3,Col. Albert Anderson,male,34.0,,2.0,F.C.C 2236,6.86,E45,S
1981,1,2,Major. Edward White,male,24.0,1.0,1.0,CA 6723,13.22,,S
4935,0,2,Col. James Martinez,female,34.0,0.0,0.0,SOTON/OQ 2114,5.84,,C
1504,0,3,Miss. Mildred Thomas,male,10.0,0.0,0.0,A/5 5968,12.46,,Q
7303,1,3,Countess. Ruth Thomas,male,13.0,0.0,0.0,A/4 4421,,,Q
12634,1,3,Dr. Samuel Martinez,male,13.0,0.0,,CA 3504,7.81,,S
1653,1,3,Capt. William Martinez,female,6.0,1.0,0.0,C.A 8106,1.16,,S
11616,0,1,Mme. Ethel Clark,male,31.0,1.0,0.0,SOTON/OQ 9421,51.19,,S
4373,1,2,Rev. Joseph Harris,female,36.0,0.0,0.0,SC/Paris 1763,8.88,,S
1547,0,3,Major. John Martin,male,31.0,0.0,1.0,SC/Paris 5269,3.81,,Q
14335,0,3,Lady. Frances Davis,male,8.0,0.0,,SOTON/OQ 9778,46.48,,S
5588,0,3,Mme. Elizabeth Davis,male,55.0,0.0,0.0,SC/Paris 2431,,,S
821,1,1,Capt. Arthur Rodriguez,male,,0.0,1.0,STON/O2 4625,80.49,A132,C
8273,1,3,Ms. Anna Garcia,male,11.0,0.0,0.0,PC 6852,31.44,,S
8512,1,2,Rev. Robert Rodriguez,female,24.0,0.0,1.0,A/4 3158,11.86,G79,S
8684,1,3,Rev. William Jackson,female,28.0,2.0,0.0,W./C 6342,6.71,E118,Q
5935,1,3,Col. James Robinson,female,6.0,2.0,1.0,CA 3665,7.57,E145,S
11605,0,3,Col. Louis Martin,male,33.0,1.0,1.0,PP 8497,3.84,,C
10710,0,3,Lady. Florence Smith,male,20.0,1.0,1.0,CA 9828,12.41,,Q
12947,0,3,Mr. Louis Brown,male,19.0,1.0,0.0,SC/AH 5560,9.75,C25,S
10252,0,2,Rev. Charles Taylor,male,37.0,0.0,1.0,SC/Paris 3953,3.6,,S
8599,0,3,Major. Louis Robinson,male,28.0,1.0,0.0,SC/Paris 1125,5.97,B11,C
11095,1,2,Capt. Richard Jackson,female,18.0,1.0,0.0,CA 4248,29.35,,C
12102,1,3,Dr. Joseph Wilson,female,50.0,0.0,0.0,PC 7156,5.8,E52,S
6655,0,2,Miss. Mary Wilson,male,,0.0,0.0,F.C.C 2726,91.97,,C
4999,0,3,Capt. Harry Martinez,male,47.0,0.0,1.0,A/5 1859,2.83,,Q
8935,1,3,Major. Frank Smith,female,26.0,3.0,1.0,C.A 5329,8.65,B142,S
1204,0,3,Capt. Walter Davis,male,28.0,0.0,0.0,PC 1576,7.69,E140,C
8478,1,3,Mme. Evelyn White,male,43.0,,1.0,CA 6093,4.65,,C
1538,1,3,Rev. David Jackson,female,47.0,1.0,0.0,C.A 2531,8.51,,C
1810,1,3,Dr. Joseph Davis,female,38.0,0.0,0.0,SC/Paris 8971,42.1,,S
11285,0,3,Mme. Dorothy White,female,37.0,1.0,0.0,PP 9591,2.4,,S
1878,0,3,Col. Frank Martinez,male,31.0,1.0,0.0,A/5 8476,0.42,,S
11840,1,3,Major. George Rodriguez,female,33.0,1.0,0.0,F.C.C 3429,1.22,E100,S
5368,0,2,Miss. Edith Wilson,male,36.0,0.0,0.0,SC/Paris 8762,33.04,,S
6504,0,2,Mme. Edith Wilson,male,46.0,0.0,1.0,CA 1248,8.53,A33,S
14503,1,1,Col. Thomas Harris,male,4.0,1.0,1.0,SC/Paris 7561,9.02,,S
14324,0,3,Col. David White,male,15.0,0.0,0.0,SC/Paris 8177,5.49,,S
7910,1,2,Lady. Frances Taylor,female,8.0,0.0,1.0,SC/Paris 2262,1.04,,C
13502,1,3,Dr. Frank Rodriguez,female,17.0,0.0,0.0,SC/AH 8175,18.05,D141,C
9284,0,3,Major. Harry Clark,male,26.0,0.0,0.0,W./C 3236,25.73,,Q
1637,0,3,Major. Samuel Wilson,male,21.0,0.0,0.0,A/4 4944,43.58,,S
12839,1,2,Ms. Frances Brown,male,54.0,,0.0,SC/AH 3799,8.64,,C
13425,0,3,Miss. Florence Jackson,male,46.0,1.0,0.0,SC/AH 6252,4.3,,S
3812,0,3,Dr. Samuel Davis,female,43.0,0.0,1.0,SC/Paris 4170,22.03,,Q
9053,0,3,Rev. Arthur Brown,male,6.0,1.0,0.0,A/5 9869,61.7,,C
4295,1,3,Capt. William Taylor,male,34.0,1.0,1.0,A/5 6486,19.7,B130,Q
3740,0,2,Mr. Frank Brown,male,41.0,1.0,0.0,F.C.C 9874,4.61,,S
10045,0,3,Mr. Robert Thompson,male,17.0,0.0,0.0,F.C.C 2445,174.26,G20,S
3346,1,1,Countess. Rose Martin,male,51.0,0.0,1.0,A/5 2150,13.48,,S
11718,1,3,Col. William Thompson,male,27.0,0.0,0.0,SOTON/OQ 2635,5.63,,C
1261,0,3,Rev. George Johnson,female,50.0,0.0,0.0,SC/Paris 3759,8.01,,C
5736,1,3,Mrs. Rose Miller,female,23.0,2.0,0.0,CA 8162,2.63,,S
3859,1,2,Dr. William Brown,female,17.0,1.0,0.0,CA 5487,4.37,C53,C
11455,0,1,Col. Walter Clark,female,34.0,0.0,0.0,A/5 1330,3.26,F96,S
9998,0,3,Mme. Ruth Wilson,male,57.0,0.0,0.0,C.A 3302,3.96,,S
9735,1,3,Dr. John Miller,male,12.0,0.0,0.0,PP 8237,1.41,B99,S
8813,1,2,Capt. Harry Anderson,male,21.0,0.0,0.0,PP 5787,62.15,,C
14357,0,3,Rev. Joseph White,female,44.0,1.0,1.0,PC 8109,26.05,,S
14857,1,2,Col. Charles Wilson,male,39.0,,0.0,SC/Paris 8123,6.71,,S
6179,1,3,Major. Thomas Thomas,female,41.0,2.0,0.0,A/5 9472,11.69,,S
5171,0,3,Rev. Louis Lewis,male,24.0,0.0,0.0,A/4 9995,8.55,,S
166,1,3,Capt. Edward Clark,female,6.0,0.0,0.0,CA 2419,28.24,,Q
2376,1,2,Mr. Walter Anderson,female,48.0,1.0,0.0,W./C 1091,3.04,A115,S
13386,0,3,Major. Charles Miller,female,25.0,1.0,0.0,PP 9225,15.27,E124,S
5721,0,3,Capt. Frank Lewis,male,0.5,0.0,0.0,C.A 9812,6.61,E99,S
5802,0,3,Major. Frank Garcia,male,26.0,1.0,0.0,W./C 8075,23.57,G88,S
7964,0,3,Rev. Albert Taylor,male,28.0,0.0,0.0,LINE 1330,25.61,,S
7472,0,2,Lady. Elizabeth Garcia,male,19.0,2.0,0.0,PC 9920,24.72,,C
5996,0,3,Miss. Ethel Martin,male,48.0,0.0,0.0,W./C 4564,11.39,D74,S
2281,0,1,Capt. Charles Robinson,male,26.0,0.0,0.0,SC/Paris 1558,5.31,,S
12722,0,3,Miss. Ethel Rodriguez,male,36.0,1.0,0.0,SC/Paris 3502,11.39,F18,S
5919,1,3,Mrs. Alice Martin,female,47.0,0.0,0.0,SC/AH 6186,24.95,,S
8788,1,3,Major. Henry Miller,male,32.0,0.0,0.0,STON/O2 6719,14.98,,S
6612,0,3,Mme. Grace Wilson,male,20.0,0.0,1.0,W./C 5660,18.83,C6,S
11486,1,3,Major. James Wilson,male,72.0,0.0,0.0,STON/O2 2775,3.09,,S
5380,1,1,Col. William Anderson,female,,0.0,1.0,A/5 5249,6.67,,S
7376,1,3,Miss. Catherine Rodriguez,female,2.0,0.0,0.0,SC/AH 2355,5.02,,S
5690,0,3,Dr. James Thompson,male,18.0,0.0,0.0,PP 2382,30.78,,S
4669,0,1,Mrs. Catherine Taylor,male,4.0,0.0,0.0,A/5 6477,60.6,,C
1463,0,1,Lady. Mary White,male,24.0,0.0,1.0,W./C 1924,20.19,,S
1459,1,2,Mme. Ruth Miller,male,20.0,1.0,1.0,SC/AH 4786,106.19,,S
8992,1,1,Rev. Robert Johnson,male,7.0,,2.0,SC/AH 2911,4.18,,S
5734,1,3,Mrs. Catherine Johnson,female,33.0,0.0,0.0,SC/Paris 3057,19.83,,S
14595,0,3,Col. Frank Martinez,male,27.0,0.0,0.0,SC/Paris 8551,7.38,C131,Q
9993,0,3,Dr. Charles Clark,male,23.0,0.0,0.0,SC/Paris 5559,5.24,D46,S
11235,0,3,Capt. Frank Martin,female,40.0,0.0,0.0,A/5 5713,18.49,,C
11008,1,3,Mme. Alice Smith,female,29.0,0.0,1.0,SC/Paris 7479,40.94,,C
559,0,2,Rev. Robert Martinez,male,49.0,0.0,2.0,SOTON/OQ 5681,12.31,,Q
12557,0,3,Capt. Edward Clark,male,44.0,1.0,0.0,A/4 7193,1.72,,C
13392,0,2,Capt. James Jackson,male,37.0,0.0,1.0,A/4 1064,48.51,,S
7832,0,3,Capt. George Martinez,male,39.0,0.0,0.0,SOTON/OQ 3771,17.18,,S
5435,1,1,Mme. Marie Smith,female,22.0,1.0,0.0,C.A 6529,22.15,,S
2704,0,2,Capt. Louis Rodriguez,male,47.0,0.0,0.0,SC/Paris 6406,19.7,,C
8579,1,2,Dr. Arthur Clark,female,33.0,2.0,1.0,PP 3514,1.33,F128,Q
7005,0,3,Capt. Edward Johnson,female,33.0,0.0,3.0,CA 2645,3.89,,S
10857,0,3,Lady. Lillian Wilson,male,57.0,2.0,0.0,SC/AH 7169,1.56,G30,S
4043,0,3,Mr. Samuel Martinez,male,27.0,1.0,1.0,SC/AH 2277,1.68,E2,S
13551,1,1,Dr. Walter Clark,male,18.0,0.0,0.0,CA 7901,12.16,,C
2722,1,2,Rev. Albert Smith,male,17.0,1.0,0.0,A/5 3669,6.21,,S
5436,1,3,Ms. Helen Rodriguez,female,25.0,0.0,0.0,PP 1378,21.95,,S
8620,1,3,Miss. Elizabeth Miller,female,33.0,0.0,0.0,A/S 3390,1.41,,S
4408,1,2,Major. David Lewis,female,11.0,0.0,0.0,PC 7564,22.37,F91,S
12475,0,2,Major. Walter Davis,male,45.0,2.0,1.0,SOTON/OQ 3374,1.23,,C
9737,0,3,Countess. Elizabeth Garcia,male,35.0,0.0,0.0,SC/AH 8813,5.14,F146,S
12172,0,1,Mr. William Thompson,male,26.0,1.0,0.0,A/5 4341,0.67,,Q
1933,1,3,Lady. Helen Garcia,male,28.0,0.0,0.0,SOTON/OQ 7720,7.9,A39,C
8127,0,3,Col. Albert Lewis,male,0.5,0.0,0.0,CA 2688,7.49,,S
8961,0,2,Dr. Richard Clark,male,52.0,,0.0,SC/Paris 1914,1.96,,C
3651,0,3,Col. William Thomas,male,47.0,1.0,0.0,A/5 6990,17.35,,S
10695,0,3,Ms. Mildred Clark,male,33.0,0.0,0.0,LINE 9171,10.94,,S
9484,0,2,Major. David Harris,male,9.0,0.0,1.0,PP 5856,18.82,G35,C
2875,0,3,Dr. Joseph Clark,male,32.0,2.0,1.0,CA 1170,3.24,,C
7801,0,3,Dr. David Thomas,male,45.0,1.0,1.0,A/S 2195,0.48,A18,S
8064,1,3,Col. Thomas Garcia,female,27.0,1.0,1.0,A/5 5052,14.43,A55,S
9857,0,3,Lady. Margaret Smith,male,19.0,0.0,1.0,SOTON/OQ 4385,5.44,,S
45,0,3,Mr. Samuel Clark,male,59.0,0.0,1.0,A/S 9893,29.94,,C
2639,0,2,Capt. James Thompson,female,34.0,2.0,0.0,SC/Paris 2622,7.52,,S
2689,1,3,Col. Frank Brown,female,13.0,1.0,0.0,C.A 5419,5.87,,S
742,0,3,Lady. Ethel Davis,male,,0.0,1.0,SC/AH 9826,2.84,,S
446,1,3,Capt. Charles Garcia,female,39.0,0.0,0.0,PP 7630,16.91,,S
6785,1,1,Lady. Edith Martin,male,23.0,1.0,1.0,SC/Paris 8857,28.35,,S
14940,1,2,Countess. Florence Smith,female,49.0,0.0,1.0,A/5 6833,26.83,E62,C
9600,0,3,Miss. Marie Miller,male,32.0,,1.0,W./C 2630,9.54,C91,S
11051,0,3,Col. James Thomas,male,43.0,1.0,1.0,STON/O2 9774,,,S
14341,1,1,Dr. Albert Smith,female,38.0,0.0,0.0,PC 4131,42.78,,S
4224,0,3,Rev. Joseph Martinez,male,39.0,0.0,,CA 9803,12.28,A44,S
29,0,2,Mr. Robert Thompson,male,39.0,0.0,2.0,STON/O2 6052,9.52,,S
8319,0,2,Mme. Lillian Clark,male,38.0,0.0,1.0,SC/Paris 6409,11.12,G94,S
12121,0,2,Mr. Edward Robinson,male,6.0,0.0,1.0,PC 8423,184.38,,S
2677,0,3,Col. Frank Martinez,male,33.0,0.0,0.0,A/5 7753,17.39,E27,S
884,0,3,Dr. Samuel Davis,male,20.0,,0.0,A/S 6315,240.26,,S
1130,0,3,Mme. Gladys Lewis,male,28.0,0.0,0.0,F.C.C 7243,63.57,,S
3151,0,2,Miss. Elizabeth Thompson,male,28.0,0.0,0.0,SC/AH 7586,9.76,C149,S
10351,0,2,Mrs. Marie Martinez,male,47.0,0.0,0.0,CA 9476,9.62,,S
5924,1,3,Major. William Robinson,female,37.0,0.0,0.0,CA 3283,34.65,,S
8916,0,2,Major. George Anderson,male,40.0,1.0,0.0,F.C.C 1773,11.92,B7,C
11694,1,3,Major. Joseph Harris,female,16.0,1.0,1.0,A/5 1124,3.07,,S
8587,0,1,Countess. Helen Garcia,male,28.0,,0.0,STON/O2 7888,7.31,F48,S
10112,1,3,Lady. Florence Taylor,male,54.0,0.0,1.0,A/5 2021,0.86,,S
4556,0,3,Countess. Margaret Johnson,male,,0.0,0.0,STON/O2 4245,19.11,,C
4249,0,2,Major. David Miller,male,38.0,1.0,0.0,SC/Paris 8484,7.35,,S
11058,1,3,Rev. Louis Wilson,female,36.0,1.0,0.0,SC/AH 6874,27.85,,S
2356,1,3,Lady. Catherine Miller,male,33.0,0.0,0.0,F.C.C 9768,13.21,D24,S
10310,1,2,Rev. Albert White,female,0.5,0.0,0.0,PC 4137,24.55,,S
2043,1,2,Mr. Richard Taylor,female,30.0,1.0,1.0,W./C 4445,24.91,B47,S
8126,0,1,Capt. Richard Martin,male,34.0,0.0,2.0,SC/Paris 1896,4.24,D106,S
14290,1,1,Dr. John Smith,female,16.0,3.0,1.0,SC/Paris 3813,6.06,,S
9234,0,3,Mr. James Rodriguez,male,53.0,0.0,0.0,LINE 5994,16.49,,S
12624,0,3,Major. Edward Robinson,male,45.0,0.0,0.0,SC/Paris 7369,75.42,G74,Q
2199,0,3,Capt. John Jackson,male,37.0,0.0,2.0,SC/AH 3854,15.37,,S
11043,0,2,Mr. Edward Wilson,female,18.0,0.0,0.0,W./C 3063,3.41,,Q
14014,0,3,Dr. Robert Harris,male,23.0,1.0,0.0,A/5 5842,19.17,E148,C
2852,1,3,Miss. Marie Garcia,male,26.0,0.0,0.0,PC 7272,30.67,,S
10278,1,3,Rev. John Jackson,female,32.0,0.0,1.0,A/S 9142,29.24,F111,S
8108,1,3,Lady. Margaret Martin,male,0.5,0.0,2.0,SOTON/OQ 1943,2.41,,S
8070,1,3,Dr. David Davis,female,27.0,0.0,0.0,SC/AH 6835,57.8,,S
5143,0,3,Mr. Arthur Miller,male,21.0,0.0,0.0,A/4 3901,7.84,,S
10591,0,3,Mr. Joseph Martinez,male,40.0,0.0,0.0,LINE 2926,22.83,,S
6291,1,3,Rev. Walter Harris,female,22.0,0.0,0.0,A/4 2235,3.07,D118,Q
2258,0,2,Dr. Louis Thompson,female,11.0,0.0,0.0,STON/O2 3626,4.97,,S
2616,1,2,Lady. Helen Davis,female,33.0,0.0,0.0,A/5 7438,3.0,,S
9548,1,3,Col. Walter Harris,female,11.0,0.0,0.0,PC 3487,2.54,,S
959,0,2,Mr. John Smith,male,44.0,0.0,1.0,LINE 2851,7.81,,S
921,1,3,Lady. Dorothy Garcia,female,27.0,1.0,0.0,A/4 8751,6.25,B22,C
157,1,3,Countess. Frances Martin,male,4.0,0.0,0.0,SC/AH 4287,5.51,,S
4987,1,3,Countess. Edith Clark,female,32.0,0.0,0.0,A/5 2866,,,C
11390,0,3,Countess. Anna Miller,male,50.0,0.0,0.0,F.C.C 8633,6.13,,C
8234,0,2,Col. Fred Lewis,male,26.0,1.0,0.0,W./C 8462,13.7,,C
10748,0,2,Major. Samuel Wilson,male,8.0,2.0,0.0,A/4 4442,6.93,,C
1776,1,3,Major. Robert Rodriguez,female,43.0,2.0,2.0,A/4 3548,2.01,,S
2602,0,2,Dr. Henry Miller,male,40.0,1.0,0.0,A/S 7298,0.87,,S
6846,1,3,Mme. Mildred Robinson,male,28.0,1.0,1.0,F.C.C 7811,4.64,,S
4542,0,3,Lady. Mildred Martinez,male,24.0,0.0,1.0,A/4 2561,36.86,,S
13614,1,1,Col. Samuel Clark,female,31.0,1.0,0.0,A/4 6505,85.61,,C
9555,1,3,Dr. David Miller,female,11.0,0.0,0.0,STON/O2 9171,4.38,D68,C
14123,0,2,Rev. Edward Harris,female,39.0,0.0,,SC/Paris 4983,2.42,,Q
3592,0,1,Capt. George Clark,male,20.0,1.0,0.0,SC/Paris 5460,17.28,,S
4215,1,3,Major. Edward Lewis,female,37.0,0.0,0.0,PC 5547,9.9,,S
12503,1,2,Mrs. Mildred Wilson,female,,1.0,0.0,SOTON/OQ 5517,12.72,C72,S
9171,0,3,Rev. Henry Taylor,male,14.0,0.0,1.0,A/4 5303,46.92,,C
6486,1,3,Countess. Elizabeth Clark,female,36.0,1.0,0.0,SC/AH 5937,,E148,S
4261,0,2,Dr. Thomas Thomas,female,22.0,0.0,1.0,W./C 4442,34.93,,S
14473,0,3,Capt. John Garcia,male,19.0,0.0,0.0,A/S 6611,33.38,,C
14835,0,3,Major. George Brown,male,17.0,1.0,0.0,SC/AH 9839,136.39,,C
13968,0,2,Mr. Harry Anderson,female,25.0,0.0,0.0,SOTON/OQ 9253,11.55,C142,S
11896,1,3,Major. Thomas Thomas,male,10.0,1.0,0.0,PC 4622,55.78,,S
4525,0,1,Lady. Edith Martin,male,34.0,0.0,0.0,W./C 6754,9.33,,C
7875,1,3,Mrs. Gladys Johnson,male,28.0,0.0,,A/5 2554,1.7,,S
10941,1,3,Countess. Edith Lewis,male,12.0,0.0,0.0,A/4 3969,19.68,E55,S
370,0,3,Col. Edward Thompson,male,23.0,1.0,1.0,A/4 1421,35.6,F120,S
10556,0,3,Miss. Ruth Davis,male,42.0,1.0,0.0,SC/Paris 2447,180.44,,Q
179,0,2,Ms. Ruth Johnson,male,41.0,1.0,0.0,PC 7487,100.0,,S
14837,1,3,Capt. Joseph Davis,female,,1.0,0.0,SOTON/OQ 1113,42.4,,C
5431,0,3,Ms. Margaret Garcia,male,24.0,0.0,0.0,SC/Paris 7320,17.73,,Q
5262,0,1,Lady. Grace Lewis,male,45.0,0.0,0.0,C.A 6873,15.29,,C
4686,1,2,Mr. Fred White,female,22.0,1.0,0.0,A/4 6859,23.29,,S
5956,0,2,Countess. Ruth Martinez,male,35.0,0.0,,W./C 8635,26.46,B110,S
11483,1,3,Mr. David White,female,13.0,0.0,2.0,C.A 2446,,,S
8962,1,3,Mme. Anna Clark,male,24.0,0.0,0.0,STON/O2 4363,27.84,,S
14663,0,3,Ms. Grace Jackson,male,44.0,0.0,0.0,A/4 6552,11.91,D100,S
2465,0,1,Mr. Samuel Davis,male,32.0,0.0,0.0,SC/Paris 1263,25.36,,Q
8330,0,3,Mr. David Davis,male,39.0,1.0,0.0,SC/Paris 2500,,,S
6409,0,3,Capt. Fred Robinson,male,36.0,0.0,0.0,F.C.C 5903,1.65,,S
5878,1,2,Mme. Grace Johnson,female,9.0,,0.0,CA 7587,2.35,E95,S
7739,0,3,Ms. Mildred Martinez,male,33.0,0.0,0.0,SC/Paris 8168,6.47,,S
11608,0,3,Rev. Albert Lewis,male,35.0,1.0,0.0,A/5 7552,7.9,,S
4746,0,3,Dr. Joseph Anderson,female,32.0,1.0,,C.A 3252,6.25,,S
11855,1,2,Col. Harry Anderson,female,19.0,1.0,1.0,A/S 7028,59.44,,S
6065,1,3,Mme. Margaret Thompson,female,22.0,0.0,3.0,SC/Paris 8987,33.66,,S
6460,0,3,Lady. Rose Robinson,male,29.0,0.0,0.0,PP 2303,18.31,,C
12981,0,3,Ms. Margaret Taylor,female,53.0,1.0,0.0,SC/AH 3125,4.25,C87,C
12195,0,1,Rev. Joseph Garcia,male,22.0,1.0,,LINE 1778,2.54,,Q
211,1,3,Major. Edward Johnson,female,28.0,1.0,0.0,A/S 5815,34.43,E42,S
8160,1,3,Capt. David Brown,female,27.0,0.0,0.0,STON/O2 5272,80.37,,S
12932,1,1,Mrs. Anna Thompson,male,14.0,1.0,1.0,SC/Paris 6168,45.48,,S
4635,0,3,Dr. Fred Brown,male,22.0,1.0,,LINE 1993,18.99,,S
414,0,3,Dr. John Jackson,male,27.0,3.0,1.0,W./C 5994,79.08,B70,C
10342,1,3,Rev. William Lewis,male,58.0,1.0,0.0,LINE 2501,16.02,C145,S
9962,1,1,Major. Harry Harris,female,15.0,0.0,0.0,F.C.C 5247,9.06,,S
4742,1,3,Dr. Charles Miller,female,0.5,1.0,1.0,C.A 1546,3.95,,S
6386,0,3,Col. Louis Wilson,male,48.0,1.0,0.0,W./C 7928,4.28,,C
1175,1,1,Lady. Anna Clark,male,48.0,1.0,2.0,PC 1124,12.6,,S
12934,1,2,Lady. Gladys Martinez,male,33.0,,0.0,PC 9096,6.88,,S
11908,0,1,Lady. Ruth Taylor,female,23.0,0.0,1.0,A/5 1884,,A54,Q
12145,0,3,Capt. Edward Robinson,male,30.0,0.0,0.0,A/4 8546,16.1,,S
4470,0,3,Capt. Edward Anderson,female,16.0,1.0,0.0,STON/O2 3368,34.82,B96,C
14047,0,1,Capt. Samuel Harris,male,21.0,0.0,0.0,LINE 8192,14.54,,C
